TEACHER_ID,TEACHER_NAME,START_YEAR,YEARS_OF_SERVICE,SCHOOL_ID
7167,Jennifer Joyce,2004,19,38840
4930,Rebecca Garcia,2004,15,17505
8300,Kimberly Howard,2002,16,47764
9910,John Hurst,2009,24,37739
7144,Kim Barr,2005,16,15815
8635,Todd Taylor,2002,21,32865
4337,Marvin Woodward,2009,15,63159
9917,Taylor Hunter,2000,18,96350
9587,Sara Rodriguez,2003,21,63578
9118,William West,2001,21,51372
6007,William Harrison,2001,20,32372
6851,Matthew Carroll,2002,23,97879
9518,Jeffrey Hall,2007,20,16001
2978,Lisa Hardin,2001,17,36972
4056,Jeremy Lee,2009,19,7140
3655,Jason Clark,2006,19,69766
1977,Sierra Logan,2001,15,82616
2039,Blake Young,2009,16,72816
9709,James Patterson,2007,22,78704
5709,Luke Benson,2006,17,44398
4452,Jennifer Brown,2005,17,11446
7754,Brett Baldwin,2009,17,97204
7602,Travis Snyder,2003,23,48997
9632,James King,2002,22,91505
2095,Stephanie Rogers,2004,21,24518
6775,Katie Bass,2003,18,55593
7652,Ronald Beck,2003,22,42655
6222,David Day,2001,18,55702
4444,Tammy Gutierrez,2005,23,73011
192,Sandra Ward,2008,23,78626
9398,Brent Pham,2005,19,56454
6656,Jon Leon,2001,20,46498
1245,Calvin Vaughn,2004,16,61951
718,Joy Garcia,2007,17,26637
9092,Robert Beltran,2001,16,38536
8473,Diana Davis,2003,23,69606
1374,John Jones,2006,19,93011
6199,James Foley,2001,18,94450
5445,Shane Warren,2008,22,19103
6433,Rachel Noble,2007,21,34087
1010,Kyle Kramer,2000,21,55578
6604,Edward Peck,2005,19,89504
9811,Nathan Miller,2000,16,59069
9854,Mark Palmer,2008,23,86219
7175,Juan Acevedo,2007,24,48320
9298,Ryan Patel,2009,22,30643
8674,James Ramsey,2009,16,33206
4998,Dustin Delgado,2005,20,64469
8795,Sandra Kennedy,2003,24,82301
188,Paula Yoder,2004,19,6655
6790,Jon Singleton,2009,15,37342
7811,Christina Jones,2004,24,99718
4672,Rebekah Jones,2004,22,64092
7670,Jacqueline Mckee,2007,21,84164
8329,Tim Gregory,2008,19,23142
8954,Alicia Smith,2001,21,74040
5025,Brian Johnson,2000,20,63914
870,Anthony Hall,2009,23,86835
9594,Robin Shields,2000,18,30506
2719,Wesley Cook,2004,20,57907
4825,Kimberly Garcia,2002,17,4540
7428,Angela Murphy,2001,19,69842
6981,Danielle Montoya,2006,19,59689
4152,Patrick Russell,2005,17,20723
5249,Cynthia Phillips,2009,21,37108
8723,Denise Key,2004,15,60716
3114,Robin Andrews,2002,22,82383
7261,Emily Fields,2004,24,94144
3093,Jason Simmons,2001,19,17593
4910,Donna Evans,2000,15,63036
1317,Ashley Leonard,2007,19,13075
9180,John Stevenson,2007,15,25492
9326,Robert Stewart,2008,24,91505
6365,David Taylor,2005,23,46065
6895,George Sutton,2003,16,67266
8133,Joy White,2004,22,62353
5634,Anna Kim,2009,23,16195
7350,Kristen Schwartz,2001,21,52082
9853,Sandra Patterson,2009,20,78031
4221,Scott Villegas,2002,22,83751
5363,Christina Estrada,2005,24,96210
1670,Tamara Munoz,2009,23,70045
5967,Monique Armstrong,2004,17,2550
7993,Kathryn Morgan,2007,22,45991
2153,Maurice Freeman,2000,20,35098
2455,Amanda West,2002,16,25907
5115,Christina Wilson,2006,23,47294
9269,Jacob Collins,2009,20,26187
7641,Judith Bennett,2009,16,34358
4760,Taylor Reyes,2002,17,70036
5003,Benjamin Dennis,2001,24,49764
5328,Austin Harvey,2001,19,72177
8047,Mark Sullivan,2006,20,13695
5237,Michael Armstrong,2002,21,41561
7603,Christy Torres,2006,21,50212
5116,Matthew Barr,2006,22,21228
13,Karen Klein,2005,21,2338
5800,Douglas Avila,2004,24,23842
4058,Taylor Rice,2008,21,29898
3836,Faith Campbell,2000,20,56095
9240,Nicholas Rodriguez,2008,21,42273
1524,Brian Todd,2007,18,1526
2565,Charles Matthews,2006,15,79481
5531,Leah Johnson,2007,24,62251
2176,Joshua Mendoza,2002,16,42842
8563,Rachel Martinez,2006,15,55668
1803,Michael Jones,2001,22,64006
1824,David Poole,2003,15,88553
1206,Julian Ortega,2006,24,12954
6260,Danielle Abbott,2005,19,62779
9503,Deanna Copeland,2002,21,42295
4792,Steven Johnson,2001,19,83172
6841,Elizabeth Garza,2007,15,19285
4484,William Adams,2002,15,76190
3315,David Marshall,2005,20,23932
8308,Edward Farrell,2002,17,92046
2438,Justin Oneal,2007,21,87341
8486,Jesus Arnold,2009,17,38991
3858,Kelly Weeks,2000,15,32112
2608,Amanda Henry,2002,16,26926
5339,Jacob Peterson,2006,24,44596
1654,Scott Johnson,2001,17,69319
3431,Nathan Nguyen,2006,17,33866
3588,Helen White,2009,16,17921
275,Amy Singh,2002,21,48858
4082,Lindsey Holder,2008,18,97783
1693,Mary Bell,2005,19,52383
767,Sue Daniel,2003,16,87813
9412,Lori Adams,2000,17,56877
6097,Jacqueline Perez,2006,19,84963
2720,David Jackson,2003,21,41392
6069,Cynthia Blair,2003,17,48475
9497,Courtney Smith,2003,15,5218
6881,Debra Griffin,2009,19,82616
2215,Lisa Shah,2005,21,34153
2988,Marilyn Foster,2009,20,25624
6434,Seth Gross,2003,15,54307
6817,Edward Rivera,2003,21,10405
8579,Mark Mills,2007,23,68612
7855,Daniel Mora,2009,16,22162
7453,Debra Robinson,2007,21,88722
1823,Steven Sandoval,2004,15,61868
962,Sharon Williams,2004,23,42013
9600,Donald Anderson,2009,22,7759
4403,Rhonda Hunter,2005,20,51774
2593,Jonathan Williams,2002,21,69405
342,Dawn Jones,2006,19,92744
1589,Robert Castillo,2000,18,51687
4222,Michelle Fox,2008,16,11403
6141,Christina Parker,2007,17,17644
3043,Donald Lee,2004,22,89412
2306,April Smith,2001,23,58546
2369,Sarah Higgins,2005,19,11053
6799,Paul Hebert,2005,19,24982
2619,Teresa Dixon,2008,22,33820
5958,Shawn Dean,2004,15,40129
1602,Kevin Jackson,2004,23,6361
4506,Mark Gross,2007,24,84904
2716,Anthony Collier,2002,19,95164
5977,Becky Alexander,2007,19,43442
2522,Tammy Anderson,2008,18,85137
4607,Donna Chandler,2000,16,88797
3541,Mariah Pope,2000,23,95513
3003,Jacqueline Taylor,2005,18,12033
4046,Sandra Wells,2004,17,31922
1143,Heidi Wolf,2002,15,40576
5289,Charles Simon,2008,18,23328
8872,Amy Wallace,2006,24,4939
7029,Danielle Willis,2000,17,16438
9628,Ashley Bryant,2004,24,77577
4893,Brian Martinez,2000,24,66733
7975,Christy Smith,2003,16,95943
8979,Nicole Lamb,2009,22,9432
1333,Norma Thompson,2002,21,57078
3039,Robert Johnson,2002,24,76839
8470,Amber Smith,2001,20,99329
4108,Lisa Olson,2009,16,10268
2861,Lucas Sharp,2008,19,52403
5622,Joshua Chase,2005,19,68050
2081,Lisa Shelton,2004,21,18363
8960,Jonathan Chen,2009,20,90433
9165,Jason Williams,2001,18,91959
3069,Toni Jenkins,2008,17,41293
8675,Samantha Diaz,2009,17,90476
5692,Anita Collins,2003,18,3527
5620,Natalie Craig,2008,24,12115
1415,Manuel Hill,2004,17,30739
2725,Marc Chambers,2001,22,53162
2710,Michelle Anderson,2003,17,54849
8406,Kimberly Harris,2004,17,96565
602,Megan Long,2007,18,24648
8105,Julie Walker,2009,16,88398
3924,Melanie Smith,2000,19,59516
4765,Joshua Adams,2006,20,15787
5906,Kenneth Hoffman,2009,18,95255
4396,Nathan Holland,2007,19,41001
891,Daniel Jackson,2007,24,99128
6115,Rickey Bennett,2001,15,33671
936,Christina Williams,2006,16,86050
3463,Jennifer Mendoza,2008,18,98718
9843,Cindy Paul,2008,20,89084
8981,Christina Montgomery,2009,20,8006
3751,Selena Alexander,2005,20,61291
3535,Hayley Williams,2005,23,43613
6422,Thomas Sullivan,2001,17,3877
9660,Joseph Cunningham,2004,15,21513
4379,Barbara Carroll,2005,19,14475
4482,Christopher Clark,2005,18,83976
6559,Amanda Smith,2007,20,62724
1719,Alexander Morales,2003,23,61321
9008,Ronald Garza,2005,18,76217
3121,Randy Peterson,2008,20,95489
7209,Michael Smith,2002,20,45479
5364,Savannah Turner,2005,21,3836
3866,Melissa Peterson,2005,21,40852
9438,Curtis Cooper,2001,21,87202
154,Debra Swanson,2005,19,48240
2943,Samuel Guzman,2004,22,57496
897,Maria Swanson,2009,16,1337
4007,Amy Kidd,2005,15,58458
9148,Brandon Jacobson,2008,18,5174
9559,Steven Collins,2004,24,63796
9120,Justin Daniel,2007,16,3173
8368,Joshua Pennington,2007,20,60673
39,Jonathan Johnson,2006,15,32862
904,Robert Smith,2007,18,6065
1907,Cathy Hess,2000,21,11808
9154,Robert Moreno,2005,22,50071
7999,Michelle Smith,2000,16,37949
5984,Barry Davis,2004,18,75079
72,Timothy Sanchez,2005,15,66839
8752,Taylor Perez,2009,20,68408
3715,Tammy Ramsey,2006,24,81778
3247,Daniel Buchanan,2005,17,7207
3610,Teresa Anthony,2004,23,10220
2406,Hunter Simon,2000,17,14809
2921,Brooke Casey,2005,23,2851
7349,Erica Ortiz,2003,20,98703
5086,Wanda Moore,2002,15,14605
8555,Angela Miller,2007,16,67774
6514,Joanne Wilson,2008,18,15973
385,Teresa Johnson,2005,18,94549
8551,Elizabeth Bailey,2005,17,27319
7797,John Thomas,2002,22,3277
9630,Nicholas Rodriguez,2008,15,6204
9077,Tracy Hayes,2002,18,69467
7742,Leslie Mckee,2006,22,86756
9928,Christine Harris,2003,23,86860
3323,Mark Smith,2002,17,63949
3452,Courtney Mccoy,2005,15,69141
4523,Cynthia Nguyen,2001,20,97754
390,Michael Escobar,2003,15,43178
6011,Brian Cooley,2007,21,95541
1335,William Douglas,2003,23,56339
4710,Ryan Williams,2002,18,77915
5121,Andrew Terry,2008,23,9474
786,Paul Sanchez,2002,16,92218
828,Joshua Jarvis,2000,20,76887
1886,Teresa Drake,2007,19,53482
5713,Dustin Barnett,2002,18,15402
1240,Tara Blackburn,2003,22,68729
4391,Joshua Riley,2000,21,92046
6679,Willie Smith,2001,17,91452
6624,Aaron Carter,2006,16,79160
4902,Denise Odonnell,2005,23,29548
4060,Latoya Owens,2001,17,36062
6267,Elizabeth Wells,2007,21,91991
6720,Jason Robbins,2001,21,53539
9285,Jennifer Greer,2006,17,67170
7039,Steven Ramirez,2000,18,67913
1961,Nancy Garrett,2008,17,5263
2063,Abigail Banks,2004,18,43505
7845,Jesse Conway,2003,23,63661
641,Cassidy Gutierrez,2001,19,44991
6546,Jamie Combs,2004,22,50170
2310,William Smith,2009,16,1910
8256,Kelsey Moore,2000,16,86979
5085,Daniel Christian,2000,21,17333
6350,Karen Williams,2006,19,3273
3513,Paul Benson,2005,22,3713
8915,Larry Howard,2001,16,42296
2471,Victoria Anderson,2008,15,48110
9607,Brittany Garcia,2000,22,60717
6553,Gerald Hicks,2005,18,19538
3181,Jaime Berry,2006,15,60906
6309,Anthony Stewart,2003,16,63232
161,Amanda Graham,2004,19,12093
333,Karen Brown,2001,20,7801
6555,Cynthia Martinez,2002,16,77829
4892,Elaine Alexander,2005,21,67216
7679,Natasha Martinez,2006,17,98369
9609,Alexandria Williams,2004,18,83643
2298,Marisa Villegas,2003,21,94630
4722,Jennifer Scott,2000,24,79561
76,Cindy Wolfe,2006,23,85681
9679,Deborah Contreras,2005,23,38523
2801,Brittney Hammond,2001,21,53796
9363,Kristi Carpenter,2004,21,22496
6629,Craig Williams,2000,23,4694
7866,Jeremy Sanders,2003,15,51533
885,Jacob Lucero,2006,21,10484
5317,Jocelyn Boyle,2002,24,72063
380,Janet Joseph,2008,22,35364
6032,Joshua Wilson,2004,15,89871
9919,Malik Buchanan,2006,22,86784
6756,Angelica Taylor,2009,23,58574
6170,Wesley Howard,2005,20,44765
9870,Oscar Smith,2004,17,72968
6683,Joe Lynch,2009,16,18427
286,Michelle Meyer,2007,19,12795
7232,Michael Collier,2009,17,13042
9103,Curtis Davis,2001,19,62163
7193,Alyssa Carpenter,2004,15,80603
2327,Michelle Stafford,2003,20,36876
3348,Danielle Cervantes,2000,23,9875
8631,Christine Burgess,2009,19,7272
3179,Gregory Marquez,2007,17,26922
5579,Emily Mendoza,2005,15,73250
751,Lisa Johnson,2009,17,99800
5581,Meghan Miller,2007,19,97166
22,Eric Campbell,2006,23,40797
7882,Amy Russell,2009,22,31953
7789,David Heath,2004,22,54055
5267,Elizabeth Murphy,2007,24,74638
8267,Megan Barr,2004,21,90880
1229,Brian Shaw,2009,15,3557
6400,Lynn Boyd,2000,23,18942
8548,Matthew Blair,2002,21,83263
5677,Luke Long,2009,15,1706
6563,Seth Wu,2008,15,44918
5629,Grace Jackson,2004,20,63721
6301,Sarah Lewis,2006,19,51763
8522,Dylan Ritter,2003,23,96525
6357,Stephanie Thompson,2009,17,1804
6302,Sharon Lopez,2000,17,67312
9807,Brittany Holland,2002,24,46433
9506,Jennifer Cortez,2006,16,69118
6976,Jocelyn Butler,2009,17,70792
5252,Kelly Moore,2002,24,59510
7640,Joshua Washington,2001,16,5171
749,Renee Williams,2006,15,53705
3265,Angela Williams,2005,16,60906
9230,Courtney Gomez,2003,17,62755
9014,Lisa Atkins,2009,24,44517
1707,Ann Hardy,2002,16,63737
1239,William Garcia,2008,22,71488
2735,Katie Camacho,2002,15,14788
2112,Kara Matthews,2008,20,65929
9771,Karen Hubbard,2004,17,87010
4203,Linda Davis,2001,21,43246
8377,Lindsey Young,2009,24,18690
8983,Teresa Solomon,2009,17,4117
5211,Jennifer Stevenson,2002,15,70810
1287,William White,2009,16,39197
2087,Gregory Zamora,2001,17,78578
2871,Christopher Smith,2009,22,97647
8203,Jamie Smith,2003,22,13983
8313,Cheryl Kelly,2005,15,67425
503,Vickie Peters,2003,15,67823
6793,Ronald Greene,2000,15,90652
8176,David Stephens,2002,18,82539
3210,Cody Smith,2004,18,15472
2706,Zachary Sims,2006,16,89692
7574,Kevin Rodgers,2006,18,45733
119,Lauren Mccullough,2000,16,53730
9404,Cheryl Soto,2001,15,42932
3594,James Wang,2001,19,96295
1008,Sarah Hogan,2008,18,18489
3722,Jack Wilson,2006,15,24388
8383,Claudia Carter,2006,15,96967
2992,Stephanie Long,2006,19,70214
694,Rebecca Morris,2007,19,77143
9319,Kyle Johnson,2004,22,25758
4596,Makayla Hughes,2002,22,8871
8373,Angel Robinson,2009,18,19928
3598,Jessica Mcgrath,2001,21,25530
5683,Erika Huang,2002,18,16310
3024,Hayley Russo,2004,21,18010
6617,John Bradley,2009,18,58796
7013,Ethan Robinson,2000,23,96038
3279,Daniel Garrett,2005,15,87551
5160,Alexandra Simon,2003,24,91654
2329,Rebecca Smith,2004,22,48821
4806,Tiffany Booker,2005,17,23771
7604,Kelsey Gordon,2005,15,72079
5737,Rebekah Krueger,2004,15,30627
9422,Mary Johnson,2000,16,92205
8492,Ebony Sawyer,2005,23,9673
795,Christopher Holmes,2009,23,90111
2532,Robin White,2000,16,83804
6576,Anthony Ayala,2009,23,43445
8167,Scott Harper,2006,18,84575
2223,Anna Parsons,2006,19,63748
7888,David Harris,2001,19,73415
124,Patricia Walker,2001,17,80881
8589,Robert Jones,2007,21,71391
2214,Samantha Estrada,2006,15,29532
8676,Christopher Johnson,2000,19,6684
1255,Haley Marshall,2008,23,2247
5995,Destiny Hernandez,2000,18,23267
266,Christopher Jones,2002,18,8743
2493,Fernando Rogers,2005,24,95341
1962,Brian Mcdonald,2005,22,1486
3668,Margaret Hoover,2005,18,78180
1498,Christopher Contreras,2009,21,82799
2906,Nicole Bennett,2000,15,89937
799,Taylor Le,2009,24,85318
8774,Adam Kramer,2002,16,37544
9680,Rhonda Reyes,2006,24,97188
4618,Melanie Little,2006,20,80553
9197,Daisy Ramirez,2002,19,83294
1217,Kevin Scott,2006,24,5069
5521,Russell Harris,2002,21,4764
874,Cody James,2007,15,60139
2478,Kevin Cameron,2008,17,66634
9635,Matthew Chavez,2000,22,58255
1363,Dennis Fuller,2003,18,71825
4660,Douglas Williams,2005,18,41056
6186,Sara Johnson,2004,21,28019
3023,Gloria Carter,2005,24,63448
7988,Gerald Cherry,2009,21,93698
324,Lisa Chavez,2007,23,50582
4662,Lauren Johnson,2000,19,19205
8704,Natasha Gutierrez,2008,16,30755
4714,Eugene Thomas,2008,21,23754
1106,Kara Wagner,2008,24,89003
2283,Brianna Murray,2004,23,16224
1517,April Burns,2001,23,64832
1684,James Frazier,2004,21,61383
2770,Jerry Raymond,2008,15,83855
4478,Christopher Lucas,2008,21,32452
6197,Karen Green,2001,18,80012
2155,Blake Thornton,2000,18,19109
6105,Christopher Russell,2002,24,87078
5190,Michelle Flowers,2003,21,1095
2541,Jacob Fernandez,2003,20,39450
7791,Stephen Owens,2002,17,10285
2318,Shaun Medina,2004,18,44070
7400,Samantha Green,2002,21,56085
3975,Carrie Townsend,2007,23,57908
1375,Colleen Moore,2009,18,54347
8469,Ricky Lowe,2008,21,37725
2338,Scott Lewis,2009,16,58499
4182,Rickey Ward,2006,19,75945
8155,Courtney Sanders,2006,19,59983
9988,Matthew Fernandez,2006,22,18270
5801,Mary Johnston,2002,24,24339
3825,Billy Bailey,2002,23,70895
9194,Raymond James,2007,21,17715
9440,Linda Wilcox,2000,16,33811
6753,Taylor Stephens,2001,24,19921
5896,Peter Austin,2000,20,98367
8892,Mark York,2005,20,34345
8452,Lisa Jenkins,2009,21,73714
5235,Louis Norris,2009,23,78196
2922,Kristi Johnson,2003,19,19356
5112,Margaret Blanchard,2007,24,50653
4402,Mary Smith,2004,15,27212
5426,Sandra Garcia,2007,15,6621
9248,Stephen Avila,2003,15,19902
1306,Ashley Rice,2001,20,32984
4027,Joyce Saunders,2005,15,78963
8711,Garrett Cruz,2001,15,27038
3376,Suzanne Benjamin,2009,20,22539
7032,Erin Underwood,2009,24,22024
132,Robert Perez,2005,23,33644
8265,Samuel Nguyen,2002,20,8939
9995,Wayne Hernandez,2006,19,84669
4083,Manuel Lewis,2008,17,76661
5273,Jonathan Welch,2005,18,13607
819,Sherry Rowe,2008,18,63515
1785,Michael Brown,2005,18,7026
2607,Kaitlin Williams,2003,24,26573
4474,Diana Fox,2004,21,63470
7592,Summer Suarez,2007,20,11285
6172,Amanda Camacho,2008,23,57715
6249,Sherry Bell,2008,20,38715
8180,Teresa Cuevas,2006,20,66917
89,Mary Clark,2005,21,63452
3088,James Madden,2002,24,10662
7628,Christopher Smith,2000,20,76622
7820,Sara Sandoval,2008,24,69055
1901,Michelle Phillips,2002,24,70122
3103,James Fox,2002,23,6052
3830,James Morris,2000,21,99539
8958,Tara Davila,2009,22,98740
1900,Jonathan Rios,2005,17,95255
6918,Jill Reese,2002,16,74585
3835,Ann Sutton,2009,23,18275
9835,Michael Palmer,2001,22,73347
8862,Michelle Reyes,2006,20,18963
5247,Olivia Shepard,2000,16,93714
8610,Morgan Carter,2002,19,97514
4700,Lisa Greene,2001,19,81278
8312,Justin Henson,2004,22,34567
4303,Keith Spencer,2009,19,29066
1394,Yolanda Mullins,2005,23,85156
6954,Elizabeth Fischer,2006,16,67907
8153,Barry Ward,2008,20,38516
2468,Eric Gonzales,2005,19,21453
3184,Kathleen Cole,2009,16,82573
2887,Emily Miller,2006,18,69953
7533,James Bates,2007,21,88097
62,Jeremy Lopez,2007,16,7027
6203,Crystal Acosta,2003,20,87428
3638,Bill Tucker,2000,24,9147
3972,Nicole Hicks,2008,24,66420
5653,Maria Murray,2002,20,23482
3297,Jim Carson,2001,22,91429
4494,Allison Walton,2000,21,75556
7765,Katrina Leon,2003,21,84874
771,Samantha Garza,2009,16,59324
351,Crystal Hall,2001,17,17129
3100,Patrick Webster,2007,24,59895
8698,Timothy Cole,2001,16,21996
9117,Krista Howard,2004,21,96523
5260,Carla Lewis,2004,19,37463
8544,Emily Ramos,2008,21,26150
6582,Joshua Adams,2009,22,3426
7424,Amanda Nielsen,2006,19,55521
8803,Chad Campbell,2006,19,57678
5527,Shane Hansen,2009,17,20439
5412,Erica Gray,2004,16,96030
5057,Andrea Boone,2004,21,28942
8856,Michael Jones,2006,19,18195
232,Abigail Gibson,2009,18,30131
1224,Sean Robinson,2001,15,22689
6431,Alexis Evans,2003,22,14866
785,Patricia Taylor,2002,19,59256
2843,Jason Simpson,2002,24,70208
9765,David Ramsey,2000,24,10528
3753,Jennifer Francis,2001,21,57380
5644,James Hamilton,2005,15,18665
9268,Caitlin Pierce,2006,20,10998
2641,Darryl Davenport,2009,15,20540
8039,Sally Berry,2004,24,15580
1885,Robert Raymond,2002,20,60245
6614,Kathryn Nunez,2008,16,67527
4359,Yvonne Fernandez,2007,20,65901
301,Julie Clark,2003,22,23530
5654,John Allison,2001,24,69261
5832,John Adams,2009,16,15761
3574,Jessica Reilly,2000,18,16410
454,Juan Parker,2000,19,2150
1978,Joshua Wilson,2006,22,48076
1956,Allison Contreras,2009,22,2031
5664,Nicole Hurst,2009,21,9941
8311,Angela Odonnell,2008,18,24407
8900,Jesse Johnston,2004,21,90019
5201,Stephanie Elliott,2009,18,35674
6572,Aaron Wright,2009,15,83119
2748,Gary Walsh,2004,16,83319
3438,Hayden Simon,2000,23,62711
2189,Christian Moss,2003,18,34906
980,Michelle Mcknight,2008,15,42653
7004,Morgan Palmer,2007,19,70028
1948,Raymond Wells,2007,22,29775
1371,Barbara Johnson,2006,24,53408
8597,Kelly Sanchez,2000,24,34196
4400,Kirk Craig,2006,17,54923
3427,Kirsten Harper,2001,16,23059
6467,Michael Myers,2000,17,47047
5039,Alex Bauer,2004,21,80916
8237,Katie Harper,2006,19,10099
253,Kayla Hardin,2009,19,70282
4761,Jessica Byrd,2000,17,69757
7188,Timothy Marshall,2005,19,56716
5049,James Aguirre,2006,23,28508
4865,Donna Hogan,2005,24,22687
546,Courtney Jones,2003,23,40483
1769,Robert Blake,2002,16,79615
3152,Denise Perez,2006,16,92690
9785,Heather Walton,2005,22,83012
5214,Vanessa Gomez,2005,17,34714
6275,Michelle Mitchell,2007,16,40175
364,Robert Burns,2008,20,77759
3232,Jamie Miller,2003,21,19254
8365,Randy Reyes,2000,15,43091
1302,Kim Tran,2002,20,51292
2335,Stacey Trujillo,2006,18,62689
4800,Kristin Sullivan,2007,17,79253
7046,Louis Norman,2003,20,62407
6479,Jerry Smith,2001,21,12630
407,Sara Johnson,2003,23,10769
557,Alexandria Williams,2005,20,87410
2648,William Espinoza,2003,23,30636
9399,Rhonda Green,2000,20,98112
59,Zachary Summers,2006,23,88718
6677,Amy Baldwin,2006,23,67121
2533,Nicholas Terry,2009,22,73197
6995,Frederick Young,2006,22,38090
3684,Christopher Richardson,2000,23,61880
5232,Marcus Chapman,2000,16,67822
5910,Jeremy Snow,2007,22,19078
3503,Paul Phillips,2004,19,76921
3821,Michael Price,2003,18,17416
4329,Christy Smith,2004,24,51988
114,Barbara Sharp,2002,18,89614
6266,Jessica Padilla,2006,16,66772
3461,William Hull,2003,20,30516
8552,Timothy Weaver,2006,19,19497
5676,Brittany Ward,2002,24,57337
1416,Allison Davidson,2008,18,68997
6934,Angela Collins,2009,21,52135
6409,William Hester,2009,15,81959
1781,Marissa Kelly,2000,18,2857
8072,Gina Davis,2006,24,29724
1488,Jeffrey Perry,2002,19,55242
9741,Katie Gomez,2004,19,93734
7786,Alicia Hahn,2009,17,18310
4633,Kenneth Davis,2003,21,46879
8849,Jordan Dean,2000,16,74335
8809,Connor Johns,2009,23,47421
7539,Richard Jones,2007,16,13386
2754,Lori White,2005,22,24598
3906,David Mccullough,2004,23,36532
6675,John White,2001,21,12220
9445,Kristin Johnson,2009,23,43198
8372,Thomas Wallace,2000,17,73914
5476,Stephen Velez,2002,22,46283
4986,Joe Nichols,2005,23,72914
6490,Mark Haynes,2000,19,8969
5585,Lindsay Gibson,2008,17,67200
3706,Steve Braun,2004,23,84403
1097,Edward Weber,2004,16,91950
1267,Justin Smith,2009,18,41860
6996,Brian Pierce,2005,19,83265
792,Christian Fleming,2008,15,3213
4250,Jessica Schmidt,2008,18,20958
2420,Jessica Tyler,2002,17,56412
3931,Andrew Rivera,2004,16,22431
8633,Amy Rodriguez,2007,16,18240
3113,Allen King,2008,24,62561
2012,Jessica Roberts,2009,16,52310
4853,Joel Valencia,2003,18,41352
5338,Jennifer Smith,2001,21,41925
7302,Richard Osborn,2008,21,89615
8838,Eduardo Jenkins,2005,18,67517
9938,Thomas Hicks,2002,18,67984
1366,Barbara Sandoval,2005,18,76957
6389,Carrie Velez,2000,15,1642
3390,Robyn Bates,2007,22,7696
5524,Suzanne Hatfield,2000,24,56029
1037,Jill Pollard,2006,20,64970
2739,Cole Proctor,2001,15,24657
2606,Jose Davis,2003,16,45491
6636,David Fisher,2004,17,47411
6980,Erin Armstrong,2008,23,52438
9360,Kyle Smith,2004,19,59434
5625,Alexander Medina,2006,22,88123
9397,Melinda Berger,2004,24,71336
216,Ashley Deleon,2002,19,41681
5566,Kathleen Vance,2004,15,6803
9915,Sarah Fuller,2007,19,54175
484,Stacy Berry,2008,18,63628
9818,Deanna Thomas,2000,24,43192
7923,Tracy Barton,2008,20,19846
6393,Eric Combs,2006,15,86636
5764,Mario White,2007,18,18329
6257,Kenneth Romero,2005,18,98713
9774,Anthony Adams,2002,19,6542
6633,Veronica White,2000,19,61429
2602,Lisa Ferguson,2008,21,55413
1361,James King,2008,16,38722
957,Thomas Campbell,2002,22,82917
6334,Alice Barron,2005,17,2627
5209,John Parsons,2004,23,78339
2646,Amy White,2008,22,23514
2530,Helen Allen,2001,21,94179
431,Matthew Hampton,2000,18,25069
7576,Casey Thomas,2004,17,69463
772,Vicki Price,2006,20,70444
3979,Rose Moore,2009,17,92954
2371,Michael Conley,2006,24,33214
2289,Lisa Taylor,2001,23,59503
4045,Melissa Gentry,2009,20,86153
6424,Vincent Woodard,2009,21,93997
7351,Joseph Good,2004,24,56252
313,Brian Dyer,2001,18,65213
2826,Sandra Petersen,2009,17,53205
1085,Alyssa Hutchinson,2001,15,19827
3352,Samantha Alexander,2003,18,9675
6792,Angelica Graves,2001,20,80064
6175,Carly Mason,2008,23,66591
3286,Heidi Oconnell,2000,22,24065
2673,Taylor Ochoa,2009,17,80338
6511,Leah Brown,2002,19,95505
4051,Allison Allison,2000,18,22399
950,Devin Donovan,2006,24,10723
3340,Rickey Davis,2006,21,95649
1970,Lisa Harding,2007,20,37009
9035,Erin Walsh,2002,24,54297
3148,David Blackburn,2003,23,20007
3813,Troy Sullivan,2008,17,84493
6556,Kevin Daniels,2003,21,50573
7165,Donald Anderson,2009,22,65577
6401,Randy Maynard,2007,24,85589
6247,Michelle Jackson,2000,15,12411
162,Howard Martin,2005,15,74422
9656,Mario Sweeney,2008,15,79365
408,Mckenzie Frank,2005,17,9525
5589,Jenna Rodriguez,2001,19,5741
4504,Ian Brady,2003,21,40599
1699,William Cardenas,2007,19,78553
1198,Justin Young,2006,15,21894
5370,Charles Garcia,2006,21,16072
881,Michelle Reyes,2009,21,50347
4545,Elizabeth Lopez,2005,23,1272
1759,Jennifer King,2007,16,97589
5712,Erin Matthews,2003,23,93038
7986,Brian Moreno,2009,15,41611
7083,Peter Martinez,2003,19,98623
9223,Michael Gray,2007,21,87472
4025,Paula Matthews,2000,19,93033
3545,Eric Sparks,2000,20,87279
2555,Justin Chapman,2004,22,23421
9299,Brittany Preston,2005,18,91766
330,Justin Parker,2007,18,63904
2576,Ralph Garcia,2002,22,14836
8080,Alyssa Martinez,2007,21,46905
732,David Rodriguez,2006,22,9238
5432,Angelica Guerrero,2000,19,2589
6117,John Hamilton,2008,17,67541
7500,Christine Singleton,2004,16,14368
7499,Tara Harris,2000,17,80241
5301,Tammy Yang,2007,18,61186
9016,Joshua Brown,2007,24,20375
5795,Jeffrey Burgess,2008,18,78798
5072,Cynthia Davis,2001,22,53885
6326,Bryan Jones,2006,21,25972
